ts,windSpeed,windDir
1667344320,15.0,326
1667344380,15.0,324
1667344440,16.0,323
1667344500,15.0,324
1667344560,15.0,324
1667344620,14.0,324
1667344680,14.0,323
1667344740,15.0,323
1667344800,15.0,324
1667344860,15.0,325
1667344920,15.0,325
1667344980,15.0,325
1667345040,14.0,323
1667345100,15.0,324
1667345160,15.0,324
1667345220,15.0,322
1667345280,15.0,323
1667345340,14.0,323
1667345400,14.0,321
1667345460,15.0,320
1667345520,15.0,320
1667345580,15.0,321
1667345640,16.0,323
1667345700,16.0,322
1667345760,15.0,322
1667345820,15.0,323
1667345880,16.0,322
1667345940,17.0,323
1667346000,16.0,326
1667346060,17.0,327
1667346120,16.0,328
1667346180,15.0,329
1667346240,15.0,326
1667346300,16.0,326
1667346360,17.0,324
1667346420,17.0,325
1667346480,17.0,326
1667346540,17.0,325
1667346600,18.0,325
1667346660,17.0,325
1667346720,17.0,326
1667346780,17.0,325
1667346840,17.0,326
1667346900,18.0,327
1667346960,18.0,329
1667347020,17.0,330
1667347080,16.0,329
1667347140,16.0,329
1667347200,16.0,330
1667347260,16.0,328
1667347320,16.0,326
1667347380,16.0,327
1667347440,17.0,327
1667347500,16.0,327
1667347560,16.0,326
1667347620,17.0,326
1667347680,17.0,327
1667347740,17.0,328
1667347800,17.0,327
1667347860,17.0,328
1667347920,17.0,329
1667347980,17.0,329
1667348040,17.0,329
1667348100,17.0,329
1667348160,16.0,330
1667348220,15.0,329
1667348280,15.0,329
1667348340,15.0,330
1667348400,15.0,331
1667348460,15.0,331
1667348520,16.0,331
1667348580,17.0,331
1667348640,18.0,330
1667348700,18.0,331
1667348760,19.0,331
1667348820,19.0,332
1667348880,20.0,331
1667348940,21.0,330
1667349000,20.0,329
1667349060,19.0,330
1667349120,19.0,329
1667349180,19.0,329
1667349240,19.0,329
1667349300,19.0,328
1667349360,19.0,328
1667349420,18.0,329
1667349480,17.0,328
1667349540,17.0,329
1667349600,17.0,328
1667349660,17.0,327
1667349720,17.0,327
1667349780,17.0,327
1667349840,17.0,326
1667349900,17.0,326
1667349960,16.0,326
1667350020,16.0,326
1667350080,17.0,326
1667350140,17.0,327
1667350200,17.0,327
1667350260,17.0,326
1667350320,16.0,327
1667350380,16.0,326
1667350440,15.0,327
1667350500,15.0,328
1667350560,15.0,327
1667350620,17.0,326
1667350680,17.0,326
1667350740,17.0,326
1667350800,17.0,327
1667350860,17.0,328
1667350920,18.0,328
1667350980,17.0,329
1667351040,17.0,328
1667351100,18.0,329
1667351160,18.0,329
1667351220,18.0,329
1667351280,17.0,329
1667351340,18.0,328
1667351400,17.0,329
1667351460,18.0,328
1667351520,18.0,328
1667351580,19.0,330
1667351640,19.0,331
1667351700,19.0,330
1667351760,20.0,330
1667351820,20.0,331
1667351880,20.0,331
1667351940,19.0,331
1667352000,19.0,332
1667352060,19.0,333
1667352120,19.0,332
1667352180,18.0,332
1667352240,18.0,331
1667352300,17.0,330
1667352360,17.0,329
1667352420,16.0,327
1667352480,16.0,327
1667352540,16.0,326
1667352600,16.0,324
1667352660,16.0,324
1667352720,15.0,324
1667352780,16.0,324
1667352840,17.0,324
1667352900,16.0,324
1667352960,16.0,324
1667353020,16.0,326
1667353080,16.0,326
1667353140,15.0,326
1667353200,16.0,326
1667353260,17.0,325
1667353320,17.0,325
1667353380,17.0,324
1667353440,17.0,324
1667353500,17.0,324
1667353560,17.0,325
1667353620,17.0,323
1667353680,17.0,321
1667353740,17.0,320
1667353800,17.0,320
1667353860,16.0,320
1667353920,16.0,321
1667353980,16.0,320
1667354040,16.0,321
1667354100,16.0,320
1667354160,16.0,322
1667354220,17.0,324
1667354280,16.0,326
1667354340,16.0,327
1667354400,16.0,327
1667354460,16.0,326
1667354520,17.0,326
1667354580,17.0,327
1667354640,18.0,327
1667354700,18.0,327
1667354760,18.0,326
1667354820,18.0,325
1667354880,18.0,324
1667354940,19.0,325
1667355000,19.0,324
1667355060,19.0,325
1667355120,19.0,325
1667355180,18.0,325
1667355240,18.0,324
1667355300,18.0,325
1667355360,18.0,324
1667355420,18.0,323
1667355480,18.0,324
1667355540,18.0,323
1667355600,18.0,323
1667355660,18.0,322
1667355720,19.0,321
1667355780,19.0,321
1667355840,18.0,321
1667355900,19.0,321
1667355960,19.0,323
1667356020,19.0,323
